USPS,GEOID,ANSICODE,NAME,LSAD,FUNCSTAT,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                 
AL,140928,2405977,Lake View town,43,A,5444761,606017,2.102,0.234,33.288266,-87.132653
AL,141296,2404883,Lanett city,25,A,16167433,0,6.242,0,32.857768,-85.207761
AL,141368,2405985,Langston town,43,A,12755795,8595968,4.925,3.319,34.545063,-86.09335
AL,141968,2404905,Leeds city,25,A,58946971,601265,22.76,0.232,33.546847,-86.571448
AL,142016,2405999,Leesburg town,43,A,16239272,32359,6.27,0.012,34.178627,-85.777897
AL,142160,2406001,Leighton town,43,A,5587415,998,2.157,0,34.69368,-87.524282
AL,142304,2628596,Leroy CDP,57,S,30846566,174336,11.91,0.067,31.494971,-87.972773
AL,142352,2406007,Lester town,43,A,4945741,5534,1.91,0.002,34.982751,-87.155534
AL,142472,2406009,Level Plains town,43,A,7944593,0,3.067,0,31.307124,-85.768722
AL,142640,2406013,Lexington town,43,A,8380002,12555,3.236,0.005,34.959351,-87.37283
AL,142808,2406018,Libertyville town,43,A,1347462,7932,0.52,0.003,31.24005,-86.456955
AL,142928,2633315,Lillian CDP,57,S,4944913,4196328,1.909,1.62,30.418904,-87.420751
AL,143120,2404929,Lincoln city,25,A,66485246,519029,25.67,0.2,33.580169,-86.127876
AL,143240,2404934,Linden city,25,A,9268328,88546,3.579,0.034,32.30136,-87.792583
AL,143264,2404935,Lineville city,25,A,25039159,186352,9.668,0.072,33.312832,-85.752278
AL,143336,2404936,Lipscomb city,25,A,3045949,0,1.176,0,33.426005,-86.926103
AL,143384,2406024,Lisman town,43,A,6697384,0,2.586,0,32.171729,-88.284092
AL,143648,2406027,Littleville town,43,A,12877628,116619,4.972,0.045,34.595132,-87.670739
AL,143720,2404942,Livingston city,25,A,18465820,215417,7.13,0.083,32.595549,-88.186929
AL,143744,2406032,Loachapoka town,43,A,2948001,19893,1.138,0.008,32.607946,-85.598479
AL,143816,2406033,Lockhart town,43,A,2818242,103127,1.088,0.04,31.013011,-86.350273
AL,143888,2406036,Locust Fork town,43,A,10039817,27165,3.876,0.01,33.876794,-86.647093
AL,144160,2582685,Lookout Mountain CDP,57,S,39447751,37158,15.231,0.014,34.115916,-85.965464
AL,144344,2406049,Louisville town,43,A,7118467,0,2.748,0,31.781047,-85.558336
AL,144536,2406051,Lowndesboro town,43,A,2050742,0,0.792,0,32.276422,-86.610848
AL,144608,2406055,Loxley town,43,A,82810432,987543,31.973,0.381,30.684588,-87.739213
AL,144728,2404977,Luverne city,25,A,40525808,70615,15.647,0.027,31.718941,-86.269082
AL,144800,2406065,Lynn town,43,A,27585082,35555,10.651,0.014,34.057591,-87.548643
AL,145040,2805892,McCalla CDP,57,S,87527109,1135093,33.794,0.438,33.303112,-87.02666
AL,145208,2403268,McDonald Chapel CDP,57,S,2755608,10833,1.064,0.004,33.518576,-86.938462
AL,145316,2633142,Macedonia CDP,57,S,10226512,0,3.948,0,33.403139,-88.239221
AL,145472,2406131,McIntosh town,43,A,2579767,0,0.996,0,31.264957,-88.028369
AL,145496,2406134,McKenzie town,43,A,9644441,43121,3.724,0.017,31.54647,-86.725954
AL,145640,2406137,McMullen town,43,A,283764,0,0.11,0,33.1481,-88.175749
AL,145784,2404989,Madison city,25,A,78636371,339623,30.362,0.131,34.710533,-86.76228
AL,145904,2406075,Madrid town,43,A,4524698,0,1.747,0,31.035635,-85.399205
AL,146072,2406080,Magnolia Springs town,43,A,2327883,162830,0.899,0.063,30.40341,-87.775895
AL,146192,2628597,Malcolm CDP,57,S,6126286,65858,2.365,0.025,31.198697,-88.001065
AL,146264,2406084,Malvern town,43,A,36313078,12962,14.021,0.005,31.143698,-85.522973
AL,146504,2406093,Maplesville town,43,A,8463710,104846,3.268,0.04,32.788282,-86.876651
AL,146600,2582686,Marbury CDP,57,S,59967263,199873,23.153,0.077,32.672984,-86.463728
AL,146696,2406094,Margaret town,43,A,25438732,39224,9.822,0.015,33.67284,-86.463942
AL,146768,2405020,Marion city,25,A,27374935,232820,10.57,0.09,32.631968,-87.317333
AL,147728,2406119,Maytown town,43,A,7057041,0,2.725,0,33.549954,-87.000043
AL,147740,2403273,Meadowbrook CDP,57,S,11289089,33714,4.359,0.013,33.395235,-86.704373
AL,147848,2628598,Megargel CDP,57,S,1781777,0,0.688,0,31.378141,-87.430649
AL,148052,2406145,Memphis town,43,A,1002838,11307,0.387,0.004,33.137044,-88.305942
AL,148064,2406147,Mentone town,43,A,11107213,27272,4.289,0.011,34.563209,-85.589704
AL,148112,2403279,Meridianville CDP,57,S,40290925,127023,15.556,0.049,34.874913,-86.580559
AL,148376,2404254,Midfield city,25,A,6883249,0,2.658,0,33.45527,-86.922411
AL,148400,2406160,Midland City town,43,A,15682081,0,6.055,0,31.315689,-85.493686
AL,148424,2406161,Midway town,43,A,8570511,0,3.309,0,32.076373,-85.524417
AL,148616,2403291,Mignon CDP,57,S,5185128,88368,2.002,0.034,33.18658,-86.256886
AL,148712,2404261,Millbrook city,25,A,36572916,777932,14.121,0.3,32.501474,-86.373914
AL,148784,2582687,Millerville CDP,57,S,17349170,57261,6.699,0.022,33.191458,-85.929828
AL,148808,2406164,Millport town,43,A,14226300,35345,5.493,0.014,33.555935,-88.082382
AL,148832,2406165,Millry town,43,A,19398790,64927,7.49,0.025,31.621199,-88.327956
AL,149072,2403295,Minor CDP,57,S,1719275,0,0.664,0,33.539011,-86.940073
AL,150000,2404278,Mobile city,25,A,361255557,105135405,139.482,40.593,30.668426,-88.100226
AL,150192,2404285,Monroeville city,25,A,34586868,18229,13.354,0.007,31.516223,-87.327714
AL,150312,2404287,Montevallo city,25,A,33166862,731274,12.806,0.282,33.126053,-86.847702
AL,151000,2404289,Montgomery city,25,A,414027223,6249598,159.857,2.413,32.348503,-86.267307
AL,151096,2404295,Moody city,25,A,63535881,810009,24.531,0.313,33.603429,-86.493786
AL,151216,2403306,Moores Mill CDP,57,S,35235983,428313,13.605,0.165,34.852143,-86.52038
AL,151264,2406188,Mooresville town,43,A,646347,125569,0.25,0.048,34.625883,-86.880025
AL,151456,2406195,Morris town,43,A,8233027,28998,3.179,0.011,33.746223,-86.800755
AL,151469,2582688,Morrison Crossroads CDP,57,S,13444306,191484,5.191,0.074,33.417996,-85.488284
AL,151520,2406201,Mosses town,43,A,12282471,88229,4.742,0.034,32.188758,-86.679435
AL,151600,2404314,Moulton city,25,A,15525181,37270,5.994,0.014,34.488302,-87.282707
AL,151648,2406202,Moundville town,43,A,11941274,141879,4.611,0.055,32.996542,-87.627545
AL,151696,2404329,Mountain Brook city,25,A,33202571,49750,12.82,0.019,33.491488,-86.73447
AL,152320,2582689,Mount Olive CDP,57,S,21545236,8863,8.319,0.003,33.078454,-86.13304
AL,152344,2403310,Mount Olive CDP,57,S,24079946,12514,9.297,0.005,33.669286,-86.87549
AL,152608,2406213,Mount Vernon town,43,A,14195428,293789,5.481,0.113,31.087727,-88.013166
AL,152680,2628599,Movico CDP,57,S,2027795,0,0.783,0,31.062763,-88.026619
AL,152776,2406218,Mulga town,43,A,2242144,14140,0.866,0.005,33.554903,-86.971309
AL,152848,2424936,Munford town,43,A,6633670,3279,2.561,0.001,33.526208,-85.956225
AL,153016,2404345,Muscle Shoals city,25,A,43520504,53102,16.803,0.021,34.74317,-87.633761
AL,153112,2406222,Myrtlewood town,43,A,6721487,0,2.595,0,32.252088,-87.949261
AL,153208,2628600,Nanafalia CDP,57,S,5619407,0,2.17,0,32.111393,-87.995757
AL,153232,2582690,Nances Creek CDP,57,S,15041301,21045,5.807,0.008,33.855501,-85.669104
AL,153256,2406224,Napier Field town,43,A,662501,0,0.256,0,31.314917,-85.454962
AL,153376,2406966,Natural Bridge town,43,A,1123319,0,0.434,0,34.090354,-87.601409
AL,153400,2406967,Nauvoo town,43,A,2562449,6240,0.989,0.002,33.984386,-87.48544
AL,153448,2406969,Nectar town,43,A,4691088,35874,1.811,0.014,33.979779,-86.620614
AL,153472,2406970,Needham town,43,A,1482480,0,0.572,0,31.987,-88.336563
AL,153784,2406982,Newbern town,43,A,3010370,6872,1.162,0.003,32.591672,-87.535614
AL,153856,2406973,New Brockton town,43,A,20656628,35486,7.976,0.014,31.37671,-85.919028
AL,154168,2404361,New Hope city,25,A,22423248,148593,8.658,0.057,34.537972,-86.412372
AL,154312,2403332,New Market CDP,57,S,45403017,78284,17.53,0.03,34.892335,-86.425818
AL,154432,2406980,New Site town,43,A,25551805,44275,9.866,0.017,33.026041,-85.784536
AL,154480,2406989,Newton town,43,A,36903947,73592,14.249,0.028,31.341229,-85.588307
AL,154582,2582691,New Union CDP,57,S,31556962,10955,12.184,0.004,34.133682,-86.228002
AL,154600,2406991,Newville town,43,A,10406795,0,4.018,0,31.420604,-85.33669
AL,154696,2805891,Nixburg CDP,57,S,19328114,26514,7.463,0.01,32.855488,-86.100838
AL,155044,2407004,North Courtland town,43,A,1715325,22321,0.662,0.009,34.680023,-87.305717
AL,155152,2407006,North Johns town,43,A,427122,0,0.165,0,33.367769,-87.100725
AL,155200,2404400,Northport city,25,A,45215373,1008223,17.458,0.389,33.257565,-87.596396
AL,155440,2407012,Notasulga town,43,A,36173002,398501,13.966,0.154,32.555409,-85.668577
AL,155752,2407015,Oak Grove town,43,A,4777861,5004,1.845,0.002,33.190359,-86.303727
AL,155848,2407019,Oak Hill town,43,A,1451274,0,0.56,0,31.92162,-87.085234
AL,155992,2407028,Oakman town,43,A,7981750,22558,3.082,0.009,33.714322,-87.388699
AL,156400,2407036,Odenville city,25,A,36170335,246701,13.965,0.095,33.700875,-86.423371
AL,156472,2407037,Ohatchee town,43,A,15219656,121571,5.876,0.047,33.789759,-86.029062
AL,157000,2404433,Oneonta city,25,A,40992630,143738,15.827,0.055,33.947038,-86.489793
AL,157024,2407049,Onycha town,43,A,2050856,24551,0.792,0.009,31.225693,-86.276024
AL,157048,2404435,Opelika city,25,A,152982731,2614414,59.067,1.009,32.66139,-85.376325
AL,157120,2404437,Opp city,25,A,61292936,2393134,23.665,0.924,31.284375,-86.257442
AL,157144,2404439,Orange Beach city,25,A,38107416,3196233,14.713,1.234,30.293987,-87.595371
AL,157240,2407056,Orrville town,43,A,2684768,0,1.037,0,32.306769,-87.245447
AL,157384,2582692,Our Town CDP,57,S,30699197,93654,11.853,0.036,32.842211,-85.967035
AL,157504,2407060,Owens Cross Roads town,43,A,21580956,309445,8.332,0.119,34.585458,-86.455027
AL,157576,2404451,Oxford city,25,A,82410012,943609,31.819,0.364,33.597366,-85.868132
AL,157648,2404456,Ozark city,25,A,88328884,607550,34.104,0.235,31.451615,-85.645035
AL,157696,2407066,Paint Rock town,43,A,1122648,24971,0.433,0.01,34.660934,-86.333952
AL,157912,2628601,Panola CDP,57,S,1858530,3231,0.718,0.001,32.946819,-88.262266
AL,158272,2407076,Parrish town,43,A,5421087,0,2.093,0,33.732321,-87.280127
AL,158680,2805895,Pea Ridge CDP,57,S,40515539,121077,15.643,0.047,33.133805,-86.937949
AL,158848,2404497,Pelham city,25,A,100554824,1311245,38.824,0.506,33.32183,-86.742197
AL,158896,2404499,Pell City city,25,A,64740553,7142881,24.996,2.758,33.560312,-86.263634
AL,158968,2407098,Pennington town,43,A,13509785,114562,5.216,0.044,32.200612,-88.037572
AL,159016,2582693,Penton CDP,57,S,23661886,93782,9.136,0.036,33.009832,-85.474824
AL,159064,2633316,Perdido CDP,57,S,28846203,77325,11.138,0.03,31.005692,-87.630112
AL,159088,2560543,Perdido Beach town,43,A,3068159,1105,1.185,0,30.353879,-87.5048
AL,159232,2628602,Peterman CDP,57,S,1094490,0,0.423,0,31.583669,-87.263042
AL,159328,2407104,Petrey town,43,A,1900154,42953,0.734,0.017,31.85216,-86.204007
AL,159472,2404510,Phenix City city,25,A,72872738,293657,28.136,0.113,32.461669,-85.025021
AL,159496,2407105,Phil Campbell town,43,A,11162101,40038,4.31,0.015,34.351547,-87.707359
AL,159592,2407107,Pickensville town,43,A,20131532,5919718,7.773,2.286,33.235782,-88.289443
AL,159640,2404515,Piedmont city,25,A,25446750,268472,9.825,0.104,33.927557,-85.615267
AL,159760,2407109,Pike Road town,43,A,86102054,781839,33.244,0.302,32.273609,-86.118927
AL,159832,2407112,Pinckard town,43,A,13813652,21718,5.333,0.008,31.318989,-85.537836
AL,159880,2407114,Pine Apple town,43,A,8029654,0,3.1,0,31.872155,-86.989059
AL,160240,2407115,Pine Hill town,43,A,9885075,0,3.817,0,31.985884,-87.587516
AL,160264,2582694,Pine Level CDP,57,S,65201483,132799,25.174,0.051,32.579539,-86.454318
AL,160372,2407119,Pine Ridge town,43,A,3449546,916,1.332,0,34.447915,-85.783831
AL,160648,2424931,Pinson city,25,A,27883585,71377,10.766,0.028,33.703291,-86.669741
AL,160720,2407128,Pisgah town,43,A,12433062,0,4.8,0,34.684366,-85.84601
AL,161008,2404538,Pleasant Grove city,25,A,25441239,0,9.823,0,33.493969,-86.978145
AL,161038,2407134,Pleasant Groves town,43,A,9443257,7419,3.646,0.003,34.737619,-86.197637
AL,161488,2403433,Point Clear CDP,57,S,11893786,93861,4.592,0.036,30.486112,-87.911132
AL,161536,2407141,Pollard town,43,A,2879514,6856,1.112,0.003,31.023877,-87.172978
AL,162075,2407153,Powell town,43,A,12438090,0,4.802,0,34.532588,-85.897553
AL,162328,2404568,Prattville city,25,A,91711101,2288725,35.41,0.884,32.449042,-86.449401
AL,162472,2407160,Priceville town,43,A,15223761,81429,5.878,0.031,34.529583,-86.882177
AL,162496,2404573,Prichard city,25,A,65542049,527534,25.306,0.204,30.773337,-88.131416
AL,162688,2407165,Providence town,43,A,4520207,0,1.745,0,32.342386,-87.776115
AL,162952,2628603,Putnam CDP,57,S,24565135,0,9.485,0,32.018084,-88.033057
AL,163216,2407169,Ragland town,43,A,43481621,128940,16.788,0.05,33.748325,-86.135927
AL,163288,2404588,Rainbow City city,25,A,66250497,880882,25.579,0.34,33.928777,-86.084228
AL,163336,2404589,Rainsville city,25,A,53593432,40083,20.693,0.015,34.494364,-85.836505
AL,163408,2407173,Ranburne town,43,A,4107909,0,1.586,0,33.525853,-85.339013
AL,163495,2582695,Ray CDP,57,S,24506247,131245,9.462,0.051,32.868141,-86.045252
AL,163576,2404601,Red Bay city,25,A,25256477,236133,9.752,0.091,34.436097,-88.136515
AL,163730,2582696,Redland CDP,57,S,62491033,771869,24.128,0.298,32.481426,-86.143759
AL,163768,2407185,Red Level town,43,A,4977707,12963,1.922,0.005,31.406711,-86.606217
AL,163912,2403466,Redstone Arsenal CDP,57,S,56492419,111350,21.812,0.043,34.687763,-86.661172
AL,163984,2407191,Reece City town,43,A,9226254,0,3.562,0,34.077241,-86.034498
AL,164040,2582697,Reeltown CDP,57,S,19551005,72437,7.549,0.028,32.574211,-85.819562
AL,164104,2407194,Reform town,43,A,20741847,73591,8.008,0.028,33.378214,-88.017297
AL,164152,2407196,Rehobeth town,43,A,19390683,83995,7.487,0.032,31.124507,-85.439607
AL,164248,2804648,Remlap CDP,57,S,42143579,538940,16.272,0.208,33.806972,-86.593941
AL,164368,2407200,Repton town,43,A,2479554,18493,0.957,0.007,31.409716,-87.238931
AL,164656,2407216,Ridgeville town,43,A,2125531,0,0.821,0,34.056929,-86.102874
AL,164776,2407223,River Falls town,43,A,17703760,675339,6.835,0.261,31.352397,-86.544609
AL,164920,2407224,Riverside city,25,A,22442569,4513421,8.665,1.743,33.616394,-86.204357
AL,165016,2407226,Riverview town,43,A,3746270,55330,1.446,0.021,31.06126,-87.077531
AL,165040,2404627,Roanoke city,25,A,48526084,988793,18.736,0.382,33.145305,-85.369526
AL,165208,2404632,Robertsdale city,25,A,17904898,28449,6.913,0.011,30.557139,-87.704723
AL,165412,2403485,Rock Creek CDP,57,S,7811250,0,3.016,0,33.477227,-87.081249
AL,165472,2407230,Rockford town,43,A,8565830,32480,3.307,0.013,32.896866,-86.208346
AL,165592,2403487,Rock Mills CDP,57,S,16381849,11243,6.325,0.004,33.15994,-85.28107
AL,165784,2632283,Rockville CDP,57,S,7268656,0,2.806,0,31.405776,-87.844212
AL,166216,2407235,Rogersville town,43,A,7855370,6344,3.033,0.002,34.827714,-87.284092
AL,166408,2407242,Rosa town,43,A,10861272,17701,4.194,0.007,33.992756,-86.500325
AL,167056,2404657,Russellville city,25,A,34730470,273942,13.41,0.106,34.505719,-87.728123
AL,167176,2407263,Rutledge town,43,A,15180932,0,5.861,0,31.724072,-86.302008
AL,167536,2407266,St. Florian town,43,A,11277604,50970,4.354,0.02,34.874098,-87.623736
AL,167584,2628605,St. Stephens CDP,57,S,25581949,350255,9.877,0.135,31.571111,-88.052834
AL,167608,2402815,Saks CDP,57,S,31537855,122129,12.177,0.047,33.711401,-85.853698
AL,167800,2405412,Samson city,25,A,9370773,24545,3.618,0.009,31.112417,-86.046735
AL,167920,2407282,Sand Rock town,43,A,13134911,0,5.071,0,34.231228,-85.770416
AL,168016,2407286,Sanford town,43,A,10819338,108786,4.177,0.042,31.298819,-86.398848
AL,168160,2405422,Saraland city,25,A,83269748,573104,32.151,0.221,30.85401,-88.097202
AL,168280,2407291,Sardis City town,43,A,20368220,40296,7.864,0.016,34.172413,-86.119104
AL,168352,2405427,Satsuma city,25,A,19031788,129930,7.348,0.05,30.857874,-88.063383
AL,168736,2405433,Scottsboro city,25,A,131173132,17498422,50.646,6.756,34.64462,-86.048155
AL,169000,2407306,Section town,43,A,11842429,0,4.572,0,34.581644,-85.984942
AL,169120,2405441,Selma city,25,A,35765696,1537276,13.809,0.594,32.416983,-87.035702
AL,169180,2402837,Selmont-West Selmont CDP,57,S,8491022,100747,3.278,0.039,32.378249,-87.006898
AL,169240,2680031,Semmes city,25,A,37596061,90831,14.516,0.035,30.822358,-88.220136
AL,169648,2405452,Sheffield city,25,A,18007975,307852,6.953,0.119,34.757028,-87.698183
AL,169672,2582698,Shelby CDP,57,S,48586758,657198,18.759,0.254,33.106882,-86.585403
AL,169840,2407327,Shiloh town,43,A,5521388,0,2.132,0,34.462666,-85.877617
AL,169978,2582699,Shoal Creek CDP,57,S,13055768,683582,5.041,0.264,33.430763,-86.610925
AL,170128,2407329,Shorter town,43,A,11755982,71299,4.539,0.028,32.411509,-85.972756
AL,170416,2407336,Silas town,43,A,13485230,0,5.207,0,31.767802,-88.325923
AL,170536,2407342,Silverhill town,43,A,3252191,7386,1.256,0.003,30.545359,-87.750557
AL,170632,2632284,Sims Chapel CDP,57,S,14771553,79457,5.703,0.031,31.249255,-88.142971
AL,170704,2407346,Sipsey town,43,A,1244532,4065,0.481,0.002,33.822119,-87.082918
AL,170896,2407348,Skyline town,43,A,10311412,30283,3.981,0.012,34.798524,-86.12243
AL,171040,2405471,Slocomb city,25,A,24575327,27871,9.489,0.011,31.112126,-85.59866
AL,171190,2405476,Smiths Station city,25,A,21342178,69041,8.24,0.027,32.507159,-85.081075
AL,171201,2402861,Smoke Rise CDP,57,S,15031641,32672,5.804,0.013,33.879942,-86.824683
AL,171280,2407358,Snead town,43,A,14296387,48255,5.52,0.019,34.115755,-86.390122
AL,171496,2407365,Somerville town,43,A,8895669,12005,3.435,0.005,34.467053,-86.791203
AL,171832,2405499,Southside city,25,A,49138010,424487,18.972,0.164,33.890841,-86.01802
AL,171900,2407373,South Vinemont town,43,A,2344629,24159,0.905,0.009,34.235567,-86.863965
AL,171976,2405500,Spanish Fort city,25,A,78990109,12189673,30.498,4.706,30.722968,-87.865917
AL,172408,2582700,Spring Garden CDP,57,S,5867219,0,2.265,0,33.972965,-85.555756
AL,172600,2405516,Springville city,25,A,24911449,101416,9.618,0.039,33.74052,-86.484086
AL,172672,2628604,Spruce Pine CDP,57,S,2403095,2825,0.928,0.001,34.39287,-87.729597
AL,172720,2582701,Standing Rock CDP,57,S,8256662,102583,3.188,0.04,33.08569,-85.239849
AL,172816,2633317,Stapleton CDP,57,S,28265883,24155,10.914,0.009,30.735558,-87.797727
AL,172888,2406664,Steele town,43,A,17387184,71437,6.713,0.028,33.941378,-86.192107
AL,173056,2582702,Sterrett CDP,57,S,59368807,1678636,22.922,0.648,33.442198,-86.461045
AL,173080,2406667,Stevenson city,25,A,19928901,1053473,7.695,0.407,34.876797,-85.81435
AL,173152,2582703,Stewartville CDP,57,S,62521504,337887,24.14,0.13,33.075532,-86.260693
AL,173272,2633318,Stockton CDP,57,S,24197952,743568,9.343,0.287,31.001245,-87.873929
AL,173728,2405539,Sulligent city,25,A,20290838,0,7.834,0,33.891189,-88.126633
AL,173848,2405542,Sumiton city,25,A,13465378,57136,5.199,0.022,33.749269,-87.046903
AL,173872,2406681,Summerdale town,43,A,26246770,93461,10.134,0.036,30.476741,-87.687561
AL,174160,2406699,Susan Moore town,43,A,14005706,52828,5.408,0.02,34.091999,-86.434156
AL,174304,2406702,Sweet Water town,43,A,6095417,0,2.353,0,32.104614,-87.861889
AL,174352,2405558,Sylacauga city,25,A,52456888,420769,20.254,0.162,33.18867,-86.274799
AL,174400,2406707,Sylvania town,43,A,22056428,248308,8.516,0.096,34.562039,-85.804722
AL,174424,2406706,Sylvan Springs town,43,A,24050356,0,9.286,0,33.53023,-87.031197
AL,174592,2405562,Talladega city,25,A,67475029,210164,26.052,0.081,33.431757,-86.099454
AL,174616,2406710,Talladega Springs town,43,A,3187158,28965,1.231,0.011,33.120452,-86.437761
AL,174688,2405565,Tallassee city,25,A,28634608,2083457,11.056,0.804,32.53002,-85.89008
AL,174976,2405570,Tarrant city,25,A,16496135,137671,6.369,0.053,33.592897,-86.766253
AL,175096,2406717,Taylor town,43,A,18730693,210754,7.232,0.081,31.168811,-85.47579
AL,175768,2402926,Theodore CDP,57,S,20673261,5151,7.982,0.002,30.538686,-88.187573
AL,175936,2406729,Thomaston town,43,A,5213996,0,2.013,0,32.268277,-87.623706
AL,175960,2405583,Thomasville city,25,A,22613110,2789,8.731,0.001,31.910455,-87.743024
AL,176080,2406731,Thorsby town,43,A,15096235,26450,5.829,0.01,32.916909,-86.720335
AL,176200,2628606,Tibbie CDP,57,S,4529666,44357,1.749,0.017,31.37049,-88.243862
AL,176208,2582704,Tidmore Bend CDP,57,S,24901931,311194,9.615,0.12,34.033184,-85.926387
