place_code,city,state,pop_estimate_2021,state_code,city_state,city_state_code,place_state_code,geo_code,land_area_sqkm,pop_per_km2,county_state,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,hispanic_or_latino,access2,arthritis,binge,bphigh,bpmed,cancer,casthma,cervical,chd,checkup,cholscreen,colon_screen,copd,corem,corew,csmoking,dental,depression,diabetes,ghlth,highchol,kidney,lpa,mammouse,mhlth,obesity,phlth,sleep,stroke,teethlost,cumulative_confirmed,cumulative_deceased,walk_score,bike_score,living_wage,median_aqi,violent_crime,property_crime,walkable,walkable_detail,aqi_concern_level
3076,Auburn,Alabama,78564,AL,"Auburn, Alabama","Auburn, AL",3076AL,103076.0,157.084761,500.137629518372,"Lee, Alabama",0.6226515961509088,0.1783132223410213,0.0030293773229468,0.0943689221526398,0.0004836820935797,0.0203273764064966,0.0500101827809174,0.0460643551753984,14.65,26.45,16.05,37.05,69.45,5.75,9.65,82.95,6.15,76.55000000000001,86.75,72.85,7.1,41.7,43.35,16.2,66.55,25.1,11.1,17.049999999999997,31.8,2.9,24.3,74.1,16.0,36.0,10.6,35.849999999999994,3.1,11.85,0.482256504251311,0.0043404103660709,28,38,32556.0,,,,Car Dependent,Car Dependent,Good
7000,Birmingham,Alabama,197575,AL,"Birmingham, Alabama","Birmingham, AL",7000AL,107000.0,380.801025,518.8405152008191,"Jefferson, Alabama",0.2389421738580286,0.6949057320005061,0.0038213336707579,0.0165759838036188,0.000622548399342,0.0271289383778312,0.0339870935087941,0.0469391370365683,15.45,28.5,13.8,38.900000000000006,71.65,6.199999999999999,9.75,86.7,6.65,77.95,89.3,78.9,7.050000000000001,44.65,40.5,15.85,63.25,22.450000000000003,12.85,17.8,30.25,3.2,25.1,80.55,15.15,38.85,10.35,37.7,3.55,12.1,0.6407755614066528,0.0081781337450545,33,31,36193.0,51.0,,,Car Dependent,Car Dependent,Moderate
20104,Decatur,Alabama,57804,AL,"Decatur, Alabama","Decatur, AL",20104AL,120104.0,140.78562399999998,410.5816940513756,"Morgan, Alabama",0.5741817175281987,0.2325271607501211,0.007490831084354,0.0091862154868175,0.0009687910871219,0.1035049477544806,0.0744585149816621,0.1569095564320808,17.65,31.25,15.4,37.4,69.45,6.7,9.75,83.15,7.6,75.4,86.95,71.25,8.95,39.55,44.6,20.35,61.0,26.4,12.5,19.450000000000003,33.8,3.2,28.6,73.8,16.8,40.150000000000006,12.25,37.85,3.6,14.0,0.6256833437132379,0.0089613175558784,25,40,31259.0,39.0,,,Car Dependent,Car Dependent,Good
21184,Dothan,Alabama,71175,AL,"Dothan, Alabama","Dothan, AL",21184AL,121184.0,232.650562,305.93091797474364,"Houston, Alabama",0.5689638215665613,0.3357358623112048,0.004004214963119,0.0160309097295398,0.000660344221988,0.0202880224798033,0.0528696873902353,0.0439901650860554,17.15,29.85,13.4,43.45,70.35,6.65,10.1,83.85,7.550000000000001,77.65,87.65,74.35,8.7,44.15,35.9,20.1,58.45,26.35,12.7,20.65,33.95,3.4000000000000004,32.65,71.25,16.85,39.1,12.3,39.9,3.95,14.2,0.3624868282402529,0.0071092377941693,22,31,31803.0,,,,Car Dependent,Very Car Dependent,Good
35896,Hoover,Alabama,92589,AL,"Hoover, Alabama","Hoover, AL",35896AL,135896.0,124.490626,743.7427457389443,"Jefferson, Alabama",0.6875978787976974,0.1687133460778278,0.0027433064402898,0.0640356845845618,0.0002160083811251,0.0209528129691432,0.055924569873311,0.0508051712406441,15.45,28.5,13.8,38.900000000000006,71.65,6.199999999999999,9.75,86.7,6.65,77.95,89.3,78.9,7.050000000000001,44.65,40.5,15.85,63.25,22.450000000000003,12.85,17.8,30.25,3.2,25.1,80.55,15.15,38.85,10.35,37.7,3.55,12.1,0.6407755614066528,0.0081781337450545,17,12,36193.0,51.0,0.0012312477724135,0.0207584054261305,Car Dependent,Very Car Dependent,Moderate
37000,Huntsville,Alabama,216963,AL,"Huntsville, Alabama","Huntsville, AL",37000AL,137000.0,564.925108,384.05621723578975,"Madison, Alabama",0.5608191258417334,0.2907638629628093,0.0065863764789388,0.0252070629554347,0.001345851596816,0.0338675257993298,0.0723902232177836,0.07682876803879,13.6,27.1,15.3,36.7,70.7,6.300000000000001,9.25,85.15,5.949999999999999,76.1,89.25,77.19999999999999,6.4,45.2,44.75,15.5,65.15,23.25,11.2,15.3,31.450000000000003,2.8,22.75,76.05000000000001,14.95,35.25,9.55,38.400000000000006,2.95,9.2,0.3283270376289409,0.0035159087607148,24,40,32540.0,41.0,,,Car Dependent,Very Car Dependent,Good
45784,Madison,Alabama,58357,AL,"Madison, Alabama","Madison, AL",45784AL,145784.0,78.636371,742.1120692357484,"Madison, Alabama",0.649964871395034,0.1448840756036122,0.0045410147882858,0.0760320098702812,0.0013023287694706,0.0189009030621861,0.0799732679884161,0.056342855184468,13.6,27.1,15.3,36.7,70.7,6.300000000000001,9.25,85.15,5.949999999999999,76.1,89.25,77.19999999999999,6.4,45.2,44.75,15.5,65.15,23.25,11.2,15.3,31.450000000000003,2.8,22.75,76.05000000000001,14.95,35.25,9.55,38.400000000000006,2.95,9.2,0.3283270376289409,0.0035159087607148,17,34,32540.0,41.0,,,Car Dependent,Very Car Dependent,Good
50000,Mobile,Alabama,184952,AL,"Mobile, Alabama","Mobile, AL",50000AL,150000.0,361.255557,511.9699791912128,"Mobile, Alabama",0.4124042994939227,0.5192644578052684,0.0033305938838185,0.0183182663610017,0.0006163761408365,0.0137441065790042,0.0436167221765647,0.032624680998313,17.9,31.1,14.85,41.0,71.95,6.3,10.25,83.94999999999999,7.4,76.0,87.75,72.75,8.3,40.35,39.1,20.05,58.6,23.55,13.85,20.35,34.4,3.4000000000000004,28.200000000000003,74.75,16.549999999999997,39.35,12.35,40.1,3.95,15.35,0.6125913750594749,0.0089374540421298,32,34,33389.0,44.0,,,Car Dependent,Car Dependent,Good
51000,Montgomery,Alabama,198665,AL,"Montgomery, Alabama","Montgomery, AL",51000AL,151000.0,414.027223,479.8355976703493,"Montgomery, Alabama",0.2951551606976568,0.6088138323308081,0.0035889562831902,0.0362872171746407,0.0006493343064958,0.0289381622329046,0.0363224523695668,0.0486698713915385,17.25,30.9,12.5,43.85,71.4,5.85,10.65,84.8,6.9,79.05,89.44999999999999,73.95,7.4,42.25,35.650000000000006,16.95,61.75,22.1,15.25,20.700000000000003,32.15,3.45,31.25,78.35,16.1,48.85,11.65,42.05,4.0,13.9,0.2784385775048448,0.0047718521128532,26,33,33357.0,37.0,,,Car Dependent,Car Dependent,Good
77256,Tuscaloosa,Alabama,100618,AL,"Tuscaloosa, Alabama","Tuscaloosa, AL",77256AL,177256.0,160.313457,627.6329004619993,"Tuscaloosa, Alabama",0.4816533820986304,0.4079389373670715,0.0029120038164145,0.0234749249637241,0.0005168061380667,0.0207716313184519,0.0526148402870261,0.0540459957462879,15.95,27.6,16.35,39.2,68.75,5.75,10.1,83.5,6.35,75.9,87.25,72.85,7.25,45.35,41.45,17.6,63.75,24.450000000000003,11.55,17.6,31.55,2.95,28.7,75.94999999999999,17.0,40.8,11.15,39.650000000000006,3.25,12.45,0.5595519688326145,0.0078117235484704,33,37,34174.0,31.0,,,Car Dependent,Car Dependent,Good
4720,Avondale,Arizona,90564,AZ,"Avondale, Arizona","Avondale, AZ",4720AZ,404720.0,122.447978,739.6120497800299,"Maricopa, Arizona",0.3723333775009937,0.0985049246941389,0.0211783931805132,0.0400711099333068,0.0041186343359392,0.253036526655183,0.1971754781149242,0.5485402588224901,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.45,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.4,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.3443362073845079,0.004647877538111,26,52,37614.0,122.0,0.0027715206925489,0.0341747272646967,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
7940,Buckeye,Arizona,101315,AZ,"Buckeye, Arizona","Buckeye, AZ",7940AZ,407940.0,1017.815349,99.54163110189056,"Maricopa, Arizona",0.5108917731826482,0.0654296007501357,0.0166707792528253,0.0156344075408379,0.0029314514139071,0.1465528302817944,0.1450328184375462,0.351744559048512,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.45,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.4,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.3443362073845079,0.004647877538111,14,33,37614.0,122.0,0.001056112125549,0.0124858115777525,Car Dependent,Very Car Dependent,Unhealthy for Sensitive Groups
10530,Casa Grande,Arizona,57699,AZ,"Casa Grande, Arizona","Casa Grande, AZ",10530AZ,410530.0,287.148663,200.93772820387463,"Pinal, Arizona",0.5246884694708747,0.0455640479037764,0.0390648018163226,0.0186485034402675,0.0031196381219778,0.1429834139239848,0.1558952494843931,0.373801972304546,19.25,25.200000000000003,15.1,29.65,63.5,6.25,11.15,79.6,6.85,73.5,83.35,66.85,7.1,44.75,37.150000000000006,18.3,53.55,19.6,11.3,16.3,31.4,3.2,25.55,66.6,14.9,36.85,11.55,36.35,3.25,13.0,1.1023841752547356,0.0138350260340976,27,45,37614.0,69.0,,,Car Dependent,Car Dependent,Moderate
12000,Chandler,Arizona,279458,AZ,"Chandler, Arizona","Chandler, AZ",12000AZ,412000.0,169.12774,1652.348692177877,"Maricopa, Arizona",0.5765481753966607,0.0590929585125492,0.0190618983890244,0.1186296330754532,0.0023617144615648,0.0806811757043992,0.1312039734056638,0.2227776624752198,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.45,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.4,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.3443362073845079,0.004647877538111,35,55,37614.0,122.0,0.0021219646601636,0.0192587079274882,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
23620,Flagstaff,Arizona,76989,AZ,"Flagstaff, Arizona","Flagstaff, AZ",23620AZ,423620.0,171.026521,450.1582535260715,"Coconino, Arizona",0.6608086869552793,0.0205094234241255,0.1118991024691839,0.0260296925534816,0.0025847848393926,0.0704386340905843,0.105677434438686,0.1970801023522841,14.5,20.7,17.4,26.700000000000003,56.8,5.550000000000001,11.5,77.15,5.75,67.3,81.8,65.7,6.5,41.1,32.15,16.950000000000003,64.19999999999999,20.4,9.4,14.3,26.85,3.0,18.5,62.15,16.45,26.9,10.4,29.35,3.0,11.75,0.5726922027822157,0.0062086791619582,39,65,39074.0,45.0,0.0047669147540557,0.0307966073075374,Car Dependent,Car Dependent,Good
27820,Glendale,Arizona,249630,AZ,"Glendale, Arizona","Glendale, AZ",27820AZ,427820.0,159.532413,1564.7603850886403,"Maricopa, Arizona",0.5086848535833033,0.0762208067940552,0.0200416616592556,0.0466250050074109,0.0022994031166125,0.1848856307334855,0.1560149020550414,0.3910467491887994,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.45,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.4,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.3443362073845079,0.004647877538111,40,57,37614.0,122.0,0.003457116532468,0.0323799222849817,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
28380,Goodyear,Arizona,101733,AZ,"Goodyear, Arizona","Goodyear, AZ",28380AZ,428380.0,495.463332,205.32901918158495,"Maricopa, Arizona",0.5549330109207435,0.0716581640175754,0.0128276960278375,0.0388369555601427,0.0027916212045255,0.1154197752941523,0.1402396469188955,0.2880088073683072,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.45,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.4,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.3443362073845079,0.004647877538111,17,42,37614.0,122.0,0.0016907001661211,0.0201016386030098,Car Dependent,Very Car Dependent,Unhealthy for Sensitive Groups
39370,Lake Havasu City,Arizona,58284,AZ,"Lake Havasu City, Arizona","Lake Havasu City, AZ",39370AZ,439370.0,120.016536,485.6330797616089,"Mohave, Arizona",0.8193157641891429,0.0061251801523574,0.0099341157092855,0.0112037608949282,0.0013039599203898,0.0446091551712305,0.0879486651568183,0.134994166495093,18.35,29.05,16.45,33.0,64.4,7.5,10.7,76.65,8.55,69.35,83.6,62.75,9.35,35.2,32.55,19.85,50.55,20.950000000000003,12.7,18.4,33.6,3.85,30.2,60.35,16.45,35.45,13.15,36.35,3.95,14.3,0.9887962391050718,0.0249468121611419,15,29,33093.0,19.0,0.0014926909614988,0.0114954361402786,Car Dependent,Very Car Dependent,Good
44410,Maricopa,Arizona,62720,AZ,"Maricopa, Arizona","Maricopa, AZ",44410AZ,444410.0,109.959821,570.3901609661588,"Pinal, Arizona",0.5185267857142857,0.1152582908163265,0.0222735969387755,0.0269292091836734,0.0049904336734693,0.0970822704081632,0.1416772959183673,0.2577327806122449,19.25,25.200000000000003,15.1,29.65,63.5,6.25,11.15,79.6,6.85,73.5,83.35,66.85,7.1,44.75,37.150000000000006,18.3,53.55,19.6,11.3,16.3,31.4,3.2,25.55,66.6,14.9,36.85,11.55,36.35,3.25,13.0,1.1023841752547356,0.0138350260340976,13,38,37614.0,69.0,0.0013552295918367,0.0096301020408163,Car Dependent,Very Car Dependent,Moderate
46000,Mesa,Arizona,509475,AZ,"Mesa, Arizona","Mesa, AZ",46000AZ,446000.0,359.242849,1418.191068849919,"Maricopa, Arizona",0.6499200157024387,0.0417076402178713,0.0269257569066195,0.0261170813091908,0.0040590804259286,0.1191756219637862,0.1218548505814809,0.2698660385691153,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.45,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.4,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.3443362073845079,0.004647877538111,38,60,37614.0,122.0,0.0038333578683939,0.0190058393444231,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
54050,Peoria,Arizona,194917,AZ,"Peoria, Arizona","Peoria, AZ",54050AZ,454050.0,456.049509,427.4031572304576,"Maricopa, Arizona",0.6999184268175686,0.0387344356828804,0.0109585105455142,0.0452910726103931,0.001544247038483,0.0663359275999528,0.117044690817117,0.1991155209653339,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.45,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.4,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.3443362073845079,0.004647877538111,30,47,37614.0,122.0,0.002088068254693,0.016791762647691,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
55000,Phoenix,Arizona,1624569,AZ,"Phoenix, Arizona","Phoenix, AZ",55000AZ,455000.0,1341.60162,1210.917589679118,"Maricopa, Arizona",0.4919298595504408,0.0771035271508935,0.0252700870200034,0.0407301875143499,0.0022769115993226,0.1993507200986846,0.1532252554369805,0.4072304715896955,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.45,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.4,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.3443362073845079,0.004647877538111,41,56,37614.0,122.0,0.0072653115995688,0.0344546769019967,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
65000,Scottsdale,Arizona,242753,AZ,"Scottsdale, Arizona","Scottsdale, AZ",65000AZ,465000.0,476.565025,509.3806453799248,"Maricopa, Arizona",0.8056460682257274,0.019995633421626,0.0077692139746985,0.0497789934624906,0.0010586892849933,0.0323456352753622,0.0776715426791841,0.0969421593142,18.450000000000003,20.700000000000003,15.65,29.450000000000003,62.45,5.949999999999999,10.1,80.9,5.75,70.4,84.95,66.94999999999999,5.85,45.2,36.1,14.4,61.8,18.5,10.0,14.05,30.15,2.95,21.65,69.05,14.25,30.5,9.65,31.950000000000003,2.75,10.55,0.3443362073845079,0.004647877538111,32,56,37614.0,122.0,0.0017095566275185,0.021004889743896,Car Dependent,Car Dependent,Unhealthy for Sensitive Groups
