GEO_ID,NAME,S2301_C01_001E,S2301_C01_001M,S2301_C01_001MA,S2301_C01_001EA,S2301_C01_002E,S2301_C01_002M,S2301_C01_002MA,S2301_C01_002EA,S2301_C01_003E,S2301_C01_003M,S2301_C01_003MA,S2301_C01_003EA,S2301_C01_004E,S2301_C01_004M,S2301_C01_004MA,S2301_C01_004EA,S2301_C01_005E,S2301_C01_005M,S2301_C01_005MA,S2301_C01_005EA,S2301_C01_006E,S2301_C01_006M,S2301_C01_006MA,S2301_C01_006EA,S2301_C01_007E,S2301_C01_007M,S2301_C01_007MA,S2301_C01_007EA,S2301_C01_008E,S2301_C01_008EA,S2301_C01_008M,S2301_C01_008MA,S2301_C01_009E,S2301_C01_009M,S2301_C01_009MA,S2301_C01_009EA,S2301_C01_010E,S2301_C01_010M,S2301_C01_010MA,S2301_C01_010EA,S2301_C01_011E,S2301_C01_011EA,S2301_C01_011M,S2301_C01_011MA,S2301_C01_012E,S2301_C01_012M,S2301_C01_012MA,S2301_C01_012EA,S2301_C01_013E,S2301_C01_013M,S2301_C01_013MA,S2301_C01_013EA,S2301_C01_014E,S2301_C01_014EA,S2301_C01_014M,S2301_C01_014MA,S2301_C01_015E,S2301_C01_015M,S2301_C01_015MA,S2301_C01_015EA,S2301_C01_016E,S2301_C01_016M,S2301_C01_016MA,S2301_C01_016EA,S2301_C01_017E,S2301_C01_017M,S2301_C01_017MA,S2301_C01_017EA,S2301_C01_018E,S2301_C01_018M,S2301_C01_018MA,S2301_C01_018EA,S2301_C01_019E,S2301_C01_019M,S2301_C01_019MA,S2301_C01_019EA,S2301_C01_020E,S2301_C01_020M,S2301_C01_020MA,S2301_C01_020EA,S2301_C01_021E,S2301_C01_021M,S2301_C01_021MA,S2301_C01_021EA,S2301_C01_022E,S2301_C01_022EA,S2301_C01_022M,S2301_C01_022MA,S2301_C01_023E,S2301_C01_023M,S2301_C01_023MA,S2301_C01_023EA,S2301_C01_024E,S2301_C01_024M,S2301_C01_024MA,S2301_C01_024EA,S2301_C01_025E,S2301_C01_025EA,S2301_C01_025M,S2301_C01_025MA,S2301_C01_026E,S2301_C01_026M,S2301_C01_026MA,S2301_C01_026EA,S2301_C01_027E,S2301_C01_027M,S2301_C01_027MA,S2301_C01_027EA,S2301_C01_028E,S2301_C01_028M,S2301_C01_028MA,S2301_C01_028EA,S2301_C01_029E,S2301_C01_029M,S2301_C01_029MA,S2301_C01_029EA,S2301_C01_030E,S2301_C01_030M,S2301_C01_030MA,S2301_C01_030EA,S2301_C01_031E,S2301_C01_031M,S2301_C01_031MA,S2301_C01_031EA,S2301_C01_032E,S2301_C01_032M,S2301_C01_032MA,S2301_C01_032EA,S2301_C01_033E,S2301_C01_033EA,S2301_C01_033M,S2301_C01_033MA,S2301_C01_034E,S2301_C01_034M,S2301_C01_034MA,S2301_C01_034EA,S2301_C01_035E,S2301_C01_035M,S2301_C01_035MA,S2301_C01_035EA,S2301_C02_001E,S2301_C02_001M,S2301_C02_001MA,S2301_C02_001EA,S2301_C02_002E,S2301_C02_002M,S2301_C02_002MA,S2301_C02_002EA,S2301_C02_003E,S2301_C02_003M,S2301_C02_003MA,S2301_C02_003EA,S2301_C02_004E,S2301_C02_004M,S2301_C02_004MA,S2301_C02_004EA,S2301_C02_005E,S2301_C02_005M,S2301_C02_005MA,S2301_C02_005EA,S2301_C02_006E,S2301_C02_006M,S2301_C02_006MA,S2301_C02_006EA,S2301_C02_007E,S2301_C02_007M,S2301_C02_007MA,S2301_C02_007EA,S2301_C02_008E,S2301_C02_008EA,S2301_C02_008M,S2301_C02_008MA,S2301_C02_009E,S2301_C02_009M,S2301_C02_009MA,S2301_C02_009EA,S2301_C02_010E,S2301_C02_010M,S2301_C02_010MA,S2301_C02_010EA,S2301_C02_011E,S2301_C02_011EA,S2301_C02_011M,S2301_C02_011MA,S2301_C02_012E,S2301_C02_012M,S2301_C02_012MA,S2301_C02_012EA,S2301_C02_013E,S2301_C02_013M,S2301_C02_013MA,S2301_C02_013EA,S2301_C02_014E,S2301_C02_014M,S2301_C02_014MA,S2301_C02_014EA,S2301_C02_015E,S2301_C02_015M,S2301_C02_015MA,S2301_C02_015EA,S2301_C02_016E,S2301_C02_016M,S2301_C02_016MA,S2301_C02_016EA,S2301_C02_017E,S2301_C02_017M,S2301_C02_017MA,S2301_C02_017EA,S2301_C02_018E,S2301_C02_018M,S2301_C02_018MA,S2301_C02_018EA,S2301_C02_019E,S2301_C02_019EA,S2301_C02_019M,S2301_C02_019MA,S2301_C02_020E,S2301_C02_020M,S2301_C02_020MA,S2301_C02_020EA,S2301_C02_021E,S2301_C02_021M,S2301_C02_021MA,S2301_C02_021EA,S2301_C02_022E,S2301_C02_022EA,S2301_C02_022M,S2301_C02_022MA,S2301_C02_023E,S2301_C02_023M,S2301_C02_023MA,S2301_C02_023EA,S2301_C02_024E,S2301_C02_024M,S2301_C02_024MA,S2301_C02_024EA,S2301_C02_025E,S2301_C02_025M,S2301_C02_025MA,S2301_C02_025EA,S2301_C02_026E,S2301_C02_026M,S2301_C02_026MA,S2301_C02_026EA,S2301_C02_027E,S2301_C02_027EA,S2301_C02_027M,S2301_C02_027MA,S2301_C02_028E,S2301_C02_028M,S2301_C02_028MA,S2301_C02_028EA,S2301_C02_029E,S2301_C02_029M,S2301_C02_029MA,S2301_C02_029EA,S2301_C02_030E,S2301_C02_030M,S2301_C02_030MA,S2301_C02_030EA,S2301_C02_031E,S2301_C02_031M,S2301_C02_031MA,S2301_C02_031EA,S2301_C02_032E,S2301_C02_032M,S2301_C02_032MA,S2301_C02_032EA,S2301_C02_033E,S2301_C02_033EA,S2301_C02_033M,S2301_C02_033MA,S2301_C02_034E,S2301_C02_034M,S2301_C02_034MA,S2301_C02_034EA,S2301_C02_035E,S2301_C02_035M,S2301_C02_035MA,S2301_C02_035EA,S2301_C03_001E,S2301_C03_001M,S2301_C03_001MA,S2301_C03_001EA,S2301_C03_002E,S2301_C03_002EA,S2301_C03_002M,S2301_C03_002MA,S2301_C03_003E,S2301_C03_003M,S2301_C03_003MA,S2301_C03_003EA,S2301_C03_004E,S2301_C03_004M,S2301_C03_004MA,S2301_C03_004EA,S2301_C03_005E,S2301_C03_005EA,S2301_C03_005M,S2301_C03_005MA,S2301_C03_006E,S2301_C03_006M,S2301_C03_006MA,S2301_C03_006EA,S2301_C03_007E,S2301_C03_007M,S2301_C03_007MA,S2301_C03_007EA,S2301_C03_008E,S2301_C03_008M,S2301_C03_008MA,S2301_C03_008EA,S2301_C03_009E,S2301_C03_009M,S2301_C03_009MA,S2301_C03_009EA,S2301_C03_010E,S2301_C03_010M,S2301_C03_010MA,S2301_C03_010EA,S2301_C03_011E,S2301_C03_011M,S2301_C03_011MA,S2301_C03_011EA,S2301_C03_012E,S2301_C03_012M,S2301_C03_012MA,S2301_C03_012EA,S2301_C03_013E,S2301_C03_013EA,S2301_C03_013M,S2301_C03_013MA,S2301_C03_014E,S2301_C03_014M,S2301_C03_014MA,S2301_C03_014EA,S2301_C03_015E,S2301_C03_015M,S2301_C03_015MA,S2301_C03_015EA,S2301_C03_016E,S2301_C03_016M,S2301_C03_016MA,S2301_C03_016EA,S2301_C03_017E,S2301_C03_017M,S2301_C03_017MA,S2301_C03_017EA,S2301_C03_018E,S2301_C03_018M,S2301_C03_018MA,S2301_C03_018EA,S2301_C03_019E,S2301_C03_019EA,S2301_C03_019M,S2301_C03_019MA,S2301_C03_020E,S2301_C03_020M,S2301_C03_020MA,S2301_C03_020EA,S2301_C03_021E,S2301_C03_021M,S2301_C03_021MA,S2301_C03_021EA,S2301_C03_022E,S2301_C03_022M,S2301_C03_022MA,S2301_C03_022EA,S2301_C03_023E,S2301_C03_023M,S2301_C03_023MA,S2301_C03_023EA,S2301_C03_024E,S2301_C03_024M,S2301_C03_024MA,S2301_C03_024EA,S2301_C03_025E,S2301_C03_025M,S2301_C03_025MA,S2301_C03_025EA,S2301_C03_026E,S2301_C03_026M,S2301_C03_026MA,S2301_C03_026EA,S2301_C03_027E,S2301_C03_027EA,S2301_C03_027M,S2301_C03_027MA,S2301_C03_028E,S2301_C03_028M,S2301_C03_028MA,S2301_C03_028EA,S2301_C03_029E,S2301_C03_029M,S2301_C03_029MA,S2301_C03_029EA,S2301_C03_030E,S2301_C03_030EA,S2301_C03_030M,S2301_C03_030MA,S2301_C03_031E,S2301_C03_031M,S2301_C03_031MA,S2301_C03_031EA,S2301_C03_032E,S2301_C03_032M,S2301_C03_032MA,S2301_C03_032EA,S2301_C03_033E,S2301_C03_033M,S2301_C03_033MA,S2301_C03_033EA,S2301_C03_034E,S2301_C03_034M,S2301_C03_034MA,S2301_C03_034EA,S2301_C03_035E,S2301_C03_035M,S2301_C03_035MA,S2301_C03_035EA,S2301_C04_001E,S2301_C04_001M,S2301_C04_001MA,S2301_C04_001EA,S2301_C04_002E,S2301_C04_002EA,S2301_C04_002M,S2301_C04_002MA,S2301_C04_003E,S2301_C04_003M,S2301_C04_003MA,S2301_C04_003EA,S2301_C04_004E,S2301_C04_004M,S2301_C04_004MA,S2301_C04_004EA,S2301_C04_005E,S2301_C04_005EA,S2301_C04_005M,S2301_C04_005MA,S2301_C04_006E,S2301_C04_006M,S2301_C04_006MA,S2301_C04_006EA,S2301_C04_007E,S2301_C04_007M,S2301_C04_007MA,S2301_C04_007EA,S2301_C04_008E,S2301_C04_008M,S2301_C04_008MA,S2301_C04_008EA,S2301_C04_009E,S2301_C04_009M,S2301_C04_009MA,S2301_C04_009EA,S2301_C04_010E,S2301_C04_010M,S2301_C04_010MA,S2301_C04_010EA,S2301_C04_011E,S2301_C04_011M,S2301_C04_011MA,S2301_C04_011EA,S2301_C04_012E,S2301_C04_012M,S2301_C04_012MA,S2301_C04_012EA,S2301_C04_013E,S2301_C04_013EA,S2301_C04_013M,S2301_C04_013MA,S2301_C04_014E,S2301_C04_014M,S2301_C04_014MA,S2301_C04_014EA,S2301_C04_015E,S2301_C04_015M,S2301_C04_015MA,S2301_C04_015EA,S2301_C04_016E,S2301_C04_016EA,S2301_C04_016M,S2301_C04_016MA,S2301_C04_017E,S2301_C04_017M,S2301_C04_017MA,S2301_C04_017EA,S2301_C04_018E,S2301_C04_018M,S2301_C04_018MA,S2301_C04_018EA,S2301_C04_019E,S2301_C04_019M,S2301_C04_019MA,S2301_C04_019EA,S2301_C04_020E,S2301_C04_020M,S2301_C04_020MA,S2301_C04_020EA,S2301_C04_021E,S2301_C04_021EA,S2301_C04_021M,S2301_C04_021MA,S2301_C04_022E,S2301_C04_022EA,S2301_C04_022M,S2301_C04_022MA,S2301_C04_023E,S2301_C04_023M,S2301_C04_023MA,S2301_C04_023EA,S2301_C04_024E,S2301_C04_024EA,S2301_C04_024M,S2301_C04_024MA,S2301_C04_025E,S2301_C04_025M,S2301_C04_025MA,S2301_C04_025EA,S2301_C04_026E,S2301_C04_026M,S2301_C04_026MA,S2301_C04_026EA,S2301_C04_027E,S2301_C04_027EA,S2301_C04_027M,S2301_C04_027MA,S2301_C04_028E,S2301_C04_028M,S2301_C04_028MA,S2301_C04_028EA,S2301_C04_029E,S2301_C04_029M,S2301_C04_029MA,S2301_C04_029EA,S2301_C04_030E,S2301_C04_030M,S2301_C04_030MA,S2301_C04_030EA,S2301_C04_031E,S2301_C04_031M,S2301_C04_031MA,S2301_C04_031EA,S2301_C04_032E,S2301_C04_032M,S2301_C04_032MA,S2301_C04_032EA,S2301_C04_033E,S2301_C04_033M,S2301_C04_033MA,S2301_C04_033EA,S2301_C04_034E,S2301_C04_034M,S2301_C04_034MA,S2301_C04_034EA,S2301_C04_035E,S2301_C04_035M,S2301_C04_035MA,S2301_C04_035EA
1600000US0103076,"Auburn city, Alabama",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,44833,3818,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,44249,3907,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,57.7,5.8,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,57.3,5.8,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,56.3,5.8,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,56.1,5.8,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.4,1.8,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.2,1.7,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1600000US0107000,"Birmingham city, Alabama",162461,3974,null,null,10174,2004,null,null,18106,1905,null,null,14419,2150,null,null,17351,2155,null,null,25077,2371,null,null,20485,2243,null,null,10336,null,1727,null,13019,1699,null,null,22141,1708,null,null,11353,null,1547,null,39964,3733,null,null,111249,5183,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,39298,3609,null,null,118793,3821,null,null,56675,null,3172,null,62118,3021,null,null,15092,1967,null,null,3058,null,1159,null,2705,1032,null,null,9329,1924,null,null,28229,2759,null,null,86977,4852,null,null,17077,2413,null,null,100687,3521,null,null,12971,2304,null,null,29640,null,2888,null,27119,2637,null,null,30957,3047,null,null,58.9,2.3,null,null,31.4,8.9,null,null,75.4,5.7,null,null,76.5,6.3,null,null,86.8,6.1,null,null,75.1,5.4,null,null,73.3,5.7,null,null,65.7,null,7.8,null,43.7,7.2,null,null,26.3,5,null,null,5.5,null,4.4,null,68.1,4.1,null,null,55.5,2.9,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,68,4.1,null,null,72.5,2.7,null,null,74.8,null,3.3,null,70.4,3.8,null,null,75.4,7.5,null,null,90,9.5,null,null,72.7,16.6,null,null,71.5,null,10.5,null,43.8,6.5,null,null,83.9,1.9,null,null,35.6,7.7,null,null,71.9,2.9,null,null,51,9.7,null,null,68.7,null,5.1,null,71.2,5.7,null,null,84.5,3.7,null,null,54.2,2.5,null,null,27.6,null,7.9,null,65.1,6.7,null,null,71.5,7.1,null,null,79.2,null,7.7,null,66.3,5.5,null,null,71,5.8,null,null,62.7,8.2,null,null,42.5,7.2,null,null,25.8,5,null,null,4.7,4.4,null,null,64.6,4.4,null,null,50.3,null,3.1,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,64.5,4.5,null,null,66.5,3,null,null,67.1,4,null,null,66,4,null,null,62.2,8.8,null,null,77.9,13.6,null,null,46.6,20.1,null,null,61.5,null,10.6,null,31.9,6.2,null,null,79.7,2.5,null,null,30.8,null,7.4,null,66.8,3.1,null,null,44.7,9.3,null,null,62.4,5.5,null,null,65,6.5,null,null,81.8,4.1,null,null,7.4,1.8,null,null,12.1,null,9.1,null,10.9,5,null,null,5.2,3.2,null,null,8.8,null,6.1,null,11.5,4.2,null,null,3.1,1.7,null,null,4.6,4.3,null,null,2.7,2.6,null,null,2.1,3.1,null,null,14.6,22.2,null,null,3.5,1.7,null,null,9.2,null,2.6,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3.6,1.8,null,null,7.5,null,1.9,null,8.9,null,3.1,null,6.2,2.3,null,null,17.6,null,7.8,null,13.5,12.4,null,null,35.9,25.8,null,null,13.9,null,9.2,null,27.2,7.7,null,null,4.2,1.6,null,null,13.6,9.2,null,null,6.9,1.8,null,null,12.3,7.8,null,null,9.1,3.6,null,null,8,4.5,null,null,3,1.8,null,null
1600000US0121184,"Dothan city, Alabama",57160,1126,null,null,3252,482,null,null,4372,518,null,null,4444,518,null,null,4502,540,null,null,9092,819,null,null,8630,697,null,null,4316,null,715,null,4973,653,null,null,8059,699,null,null,5520,null,589,null,34191,1005,null,null,19231,1104,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,33925,997,null,null,40329,1078,null,null,18534,null,708,null,21795,668,null,null,7394,767,null,null,1540,null,387,null,1886,427,null,null,3968,678,null,null,8140,957,null,null,31854,1407,null,null,6826,859,null,null,35957,1194,null,null,4031,904,null,null,10711,null,903,null,11858,1144,null,null,9357,1228,null,null,56.6,2.1,null,null,51.5,11.9,null,null,61,9.2,null,null,80.3,6.9,null,null,73.6,7,null,null,76.6,5.2,null,null,78.6,4.7,null,null,66.5,null,7.9,null,48.5,7.5,null,null,21.4,4.7,null,null,6.9,null,2.8,null,55.5,3.1,null,null,57.1,3.5,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,55.5,3.1,null,null,70.9,2.2,null,null,77.7,null,3.2,null,65.1,3,null,null,67.5,5.8,null,null,63,13.1,null,null,59.4,13.2,null,null,73.1,null,7.3,null,42.3,6.6,null,null,78.8,2.2,null,null,39.2,5.7,null,null,72.1,2.2,null,null,60.7,8,null,null,65.5,null,5.7,null,75.3,3.1,null,null,80.3,4.8,null,null,53.3,2.1,null,null,47.1,null,11.3,null,53.3,9.6,null,null,71.3,8.1,null,null,67.9,null,8.4,null,71.8,5.5,null,null,76.2,4.8,null,null,65.7,8,null,null,47.5,7.4,null,null,20.9,4.7,null,null,6.7,2.7,null,null,53.5,3.1,null,null,51.4,null,3.7,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,53.6,3.2,null,null,66.6,2.3,null,null,72.9,3.5,null,null,61.3,3,null,null,62.4,5.8,null,null,55.1,13.2,null,null,58.2,13.1,null,null,67.2,null,7.4,null,33.2,5.4,null,null,75.7,2.1,null,null,34.4,null,5.3,null,68.2,2.4,null,null,57.3,8,null,null,60,5.4,null,null,72,3.7,null,null,77.6,4.7,null,null,5.3,1.4,null,null,8.5,null,7.3,null,11.7,6.9,null,null,9.2,6.5,null,null,6.3,null,5.1,null,5.5,3.2,null,null,3,2.1,null,null,1.3,1.6,null,null,2.1,2.4,null,null,2.5,2,null,null,3.9,6.8,null,null,3.1,1.4,null,null,9.5,null,3.5,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3.1,1.4,null,null,5.3,null,1.6,null,5.3,null,2.6,null,5.4,1.8,null,null,6.6,null,3.8,null,7.6,10.1,null,null,2.1,3.6,null,null,8.1,null,5.3,null,21.6,7.8,null,null,3.1,1.2,null,null,12.2,6.8,null,null,4.7,1.6,null,null,5.5,4.3,null,null,8.4,3.8,null,null,3.7,2.8,null,null,2,1.3,null,null
1600000US0135896,"Hoover city, Alabama",73403,2621,null,null,4037,1051,null,null,3670,1163,null,null,6518,1724,null,null,6873,2017,null,null,14452,2438,null,null,11598,2113,null,null,5454,null,1805,null,5982,1317,null,null,7418,1536,null,null,7401,null,1513,null,52066,3819,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,51899,3824,null,null,54547,2276,null,null,26832,null,1795,null,27715,1797,null,null,10372,1160,null,null,2251,null,832,null,2221,1027,null,null,5900,1181,null,null,N,N,N,N,N,N,N,N,N,N,N,N,50877,2246,null,null,1094,703,null,null,3965,null,1478,null,10574,2186,null,null,35244,2544,null,null,68.9,2.9,null,null,45.7,15.5,null,null,75.6,13.6,null,null,90.5,6.2,null,null,90.4,7.8,null,null,81.3,5.9,null,null,91.3,4.3,null,null,81.2,null,9.8,null,67,9.4,null,null,34.6,7.2,null,null,6.9,null,3.2,null,64.9,3.5,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,65,3.5,null,null,83.7,2.4,null,null,93.8,null,2.2,null,74,4.6,null,null,71.6,9.9,null,null,72.1,16,null,null,56.9,27.5,null,null,77,null,8.9,null,N,N,N,N,N,N,N,N,N,N,N,N,84.3,2.4,null,null,67.6,28.7,null,null,78,null,10.9,null,88.3,5.4,null,null,84.3,2.8,null,null,66.4,2.8,null,null,42,null,15.7,null,69,13.9,null,null,86.1,8.4,null,null,89.3,null,7.9,null,80.2,6,null,null,87.9,5,null,null,78.2,9.8,null,null,63.9,10.2,null,null,32.1,7.2,null,null,6.9,3.2,null,null,62.5,3.7,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,62.7,3.7,null,null,80.9,2.6,null,null,91.2,3,null,null,71,4.4,null,null,70.9,9.9,null,null,72.1,16,null,null,56.9,27.5,null,null,75.6,null,8.9,null,N,N,N,N,N,N,N,N,N,N,N,N,81.8,2.6,null,null,67.6,28.7,null,null,73.8,11.7,null,null,82,8,null,null,83.1,2.7,null,null,3.5,1.3,null,null,8.1,null,9.4,null,8.7,8.4,null,null,4.8,6.6,null,null,1.3,null,2.1,null,0.7,1.3,null,null,3.7,2.7,null,null,3.7,4.2,null,null,4.7,4.6,null,null,7.1,8,null,null,0,30.3,null,null,3.6,1.7,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3.6,1.7,null,null,3.1,null,1.2,null,2.4,null,2,null,4.1,2.1,null,null,1.1,null,1.8,null,0,11.2,null,null,0,14.1,null,null,1.8,null,3,null,N,N,N,N,N,N,N,N,N,N,N,N,2.8,1.3,null,null,0,22.7,null,null,5.4,5.9,null,null,6.3,5.1,null,null,1.5,1,null,null
1600000US0137000,"Huntsville city, Alabama",177146,3217,null,null,9160,1851,null,null,17926,1749,null,null,18343,2528,null,null,15155,1932,null,null,30325,3185,null,null,21628,2523,null,null,15336,null,2502,null,12994,1939,null,null,20811,1883,null,null,15468,null,1632,null,113337,4537,null,null,42434,4215,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,111832,4372,null,null,131707,3232,null,null,67585,null,2446,null,64122,2580,null,null,19465,2225,null,null,5357,null,1712,null,4476,1426,null,null,9632,2373,null,null,14106,2772,null,null,110011,4878,null,null,14340,2575,null,null,113781,3453,null,null,8698,1920,null,null,17855,null,2803,null,29987,3651,null,null,57241,4878,null,null,62.2,2.3,null,null,34.5,10.2,null,null,70,8,null,null,88.9,5,null,null,83,5.4,null,null,76.9,5.2,null,null,80.3,4.2,null,null,72.2,null,8.1,null,54.2,7,null,null,29,5.5,null,null,4.9,null,2.1,null,62.4,2.9,null,null,61.3,5.3,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,62.5,2.9,null,null,76.1,2.4,null,null,82.4,null,2.5,null,69.5,4.5,null,null,71.3,8.8,null,null,76.5,13.7,null,null,70.3,15,null,null,69,null,14.5,null,59.2,7.3,null,null,82.4,2.4,null,null,50.7,9.6,null,null,77.1,2.5,null,null,57.1,9.4,null,null,69.6,null,6.3,null,76.3,4.2,null,null,82.8,3.8,null,null,59.5,2.2,null,null,32.7,null,9.9,null,65.3,8.2,null,null,83.6,5.9,null,null,77.1,null,5.9,null,73.8,5.4,null,null,77.5,4.2,null,null,71,8.1,null,null,52.8,6.9,null,null,28.7,5.5,null,null,4.9,2.1,null,null,60.9,2.8,null,null,55.9,null,5.1,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,60.9,2.9,null,null,72.6,2.3,null,null,79.2,3,null,null,65.6,4.1,null,null,65.1,8.7,null,null,60.7,14.4,null,null,69,15,null,null,65.7,null,14.3,null,46.8,8,null,null,79.8,2.3,null,null,47.4,null,9.9,null,73.7,2.3,null,null,45.6,9.5,null,null,68.6,6.3,null,null,70.9,5,null,null,81.1,3.6,null,null,3.9,1.2,null,null,5.2,null,4.5,null,4.6,3.5,null,null,6,4.3,null,null,7.1,null,5.2,null,2.8,2,null,null,3.5,2.3,null,null,1.7,1.5,null,null,2.7,2.6,null,null,0.9,1.5,null,null,0,22.2,null,null,2.1,0.9,null,null,8.7,null,3.5,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2.2,0.9,null,null,4.1,null,1.3,null,2.9,null,1.3,null,5.5,2.5,null,null,8.4,null,5.7,null,20.6,15,null,null,0,6,null,null,4.7,null,4,null,20.9,10.8,null,null,2.5,1,null,null,4.9,4.9,null,null,4,1.2,null,null,20.2,11.5,null,null,1.5,1.9,null,null,5.8,3.3,null,null,2.1,1.5,null,null
